;bait;baitGene;prey;preyGene;Protein names_x;Unnamed: 5;FlyBase;trueCounts;ucCounts;ccCounts;sumSPC;avgSPC;FC_A;FC_B;SP;compass;eScore;iRef;iRef2;intAct;intAct2;From;Entry;Reviewed;Entry Name;Protein names_y;Gene Names;Length;Gene Names (ORF);Gene Names (primary);Gene Names (synonym);Gene Ontology (GO);Organism (ID);VEuPathDB
137;MTCNK7H30;MTCNK7H30;Q9W0R3;Ptpmeg;Tyrosine-protein phosphatase (EC 3.1.3.48);;"FBgn0261985;";0|2|4;0|0|2;-;6;2;1,959174828;1,631432229;0,17;0;0;0;0;0;0;Q9W0R3;Q9W0R3;unreviewed;Q9W0R3_DROME;Tyrosine-protein phosphatase (EC 3.1.3.48);Ptpmeg anon-WO0118547.211 dMEG1 Dmel\CG1228 dPtpmeg dptpmeg Meg MEG1 ptmpeg PTP-meg PTPMEG ptpmeg Ptpmeg-RC scc CG1228 Dmel_CG1228;974,0;CG1228 Dmel_CG1228;Ptpmeg;anon-WO0118547.211 dMEG1 Dmel\CG1228 dPtpmeg dptpmeg Meg MEG1 ptmpeg PTP-meg PTPMEG ptpmeg Ptpmeg-RC scc;"anchoring junction [GO:0070161]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; cytoskeletal protein binding [GO:0008092]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity [GO:0004725]; animal organ morphogenesis [GO:0009887]; axon extension involved in axon guidance [GO:0048846]; central complex development [GO:0048036]; mushroom body development [GO:0016319]; negative regulation of border follicle cell migration [GO:1903687]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; peptidyl-tyrosine dephosphorylation [GO:0035335]; thermosensory behavior [GO:0040040]";7227,0;FBgn0261985
138;MTCNK7H30;MTCNK7H30;M9NDA6;Lasp;Lasp, isoform C;;"FBgn0063485;";0|0|8;0|1|4;-;8;2,666666667;1,441048722;0,850171038;0,16;0;0;0;0;0;0;M9NDA6;M9NDA6;unreviewed;M9NDA6_DROME;Lasp, isoform C;Lasp anon-73Bd cDNA B Dmel\CG3849 lasp CG3849 Dmel_CG3849;636,0;CG3849 Dmel_CG3849;Lasp;anon-73Bd cDNA B Dmel\CG3849 lasp;"cytoplasm [GO:0005737]; metal ion binding [GO:0046872]";7227,0;FBgn0063485
139;MTCNK7H30;MTCNK7H30;P91928;Mitofilin;MICOS complex subunit Mic60;;"FBgn0019960;";6|2|3;1|0|3;-;11;3,666666667;2,509477038;2,204581763;0,16;0;0;0;0;0;0;P91928;P91928;reviewed;MIC60_DROME;MICOS complex subunit Mic60;Mitofilin CG6455;739,0;CG6455;Mitofilin;;"cytoplasm [GO:0005737]; MICOS complex [GO:0061617]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP-dependent protein binding [GO:0043008]; protein kinase binding [GO:0019901]; cristae formation [GO:0042407]; mitochondrion morphogenesis [GO:0070584]; mitochondrion organization [GO:0007005]";7227,0;FBgn0019960
140;MTCNK7H30;MTCNK7H30;X2JDD7;Tig;Tiggrin, isoform B;;"FBgn0011722;";2|0|13;0|0|8;-;15;5;1,909009351;1,192588955;0,16;0;0;0;0;0;0;X2JDD7;X2JDD7;unreviewed;X2JDD7_DROME;Tiggrin, isoform B;Tig CT36389 Dmel\CG11527 TIG tig CG11527 Dmel_CG11527;2188,0;CG11527 Dmel_CG11527;Tig;CT36389 Dmel\CG11527 TIG tig;;7227,0;FBgn0011722
141;MTCNK7H30;MTCNK7H30;Q95RB1;Q95RB1;Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22);;"FBgn0037220;";0|0|4;0|0|2;-;4;1,333333333;1,449135451;1,091491195;0,14;0;0;0;0;0;0;Q95RB1;Q95RB1;unreviewed;Q95RB1_DROME;Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22);Dmel\CG14641 cg14641 CG14641 Dmel_CG14641;418,0;CG14641 Dmel_CG14641;Dmel\CG14641;cg14641;"catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]";7227,0;FBgn0037220
142;MTCNK7H30;MTCNK7H30;Q9VSL9;Q9VSL9;Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase);;"FBgn0035911;";3|4|0;2|1|0;-;7;2,333333333;1,790176503;1,389181845;0,14;0;0;0;0;0;0;Q9VSL9;Q9VSL9;unreviewed;Q9VSL9_DROME;Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase);Dmel\CG6638 CG6638 Dmel_CG6638;420,0;CG6638 Dmel_CG6638;Dmel\CG6638;;"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; butyryl-CoA dehydrogenase activity [GO:0004085]; flavin adenine dinucleotide binding [GO:0050660]; isovaleryl-CoA dehydrogenase activity [GO:0008470]; leucine catabolic process [GO:0006552]";7227,0;FBgn0035911
143;MTCNK7H30;MTCNK7H30;Q9VTU4;Q9VTU4;Eukaryotic translation initiation factor 3 subunit L (eIF3l);;"FBgn0036258;";4|0|0;0|2|0;-;4;1,333333333;1,818160589;1,160778558;0,14;0;0;0;0;0;0;Q9VTU4;Q9VTU4;reviewed;EIF3L_DROME;Eukaryotic translation initiation factor 3 subunit L (eIF3l);eIF3l CG5642;539,0;CG5642;eIF3l;;"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]";7227,0;FBgn0036258
144;MTCNK7H30;MTCNK7H30;M9PGH3;Cht10;Chitinase 10, isoform B (EC 3.2.1.14) (Chitinase 10, isoform C);;"FBgn0250907;";0|1|4;0|0|2;-;5;1,666666667;1,704155139;1,413018386;0,14;0;0;0;0;0;0;M9PGH3;M9PGH3;unreviewed;M9PGH3_DROME;Chitinase 10, isoform B (EC 3.2.1.14) (Chitinase 10, isoform C);Cht10 BcDNA:LP04696 CG17682 CG18140-PA3 Cht CHT1 Cht1 cht1 cht10 CHT3 Cht3 cht3 DmCHT1 DmCht1 DmCHT10 DmCht10 DmCHT3 DmCht3 Dmel\CG18140 CG18140 Dmel_CG18140;2286,0;CG18140 Dmel_CG18140;Cht10;BcDNA:LP04696 CG17682 CG18140-PA3 Cht CHT1 Cht1 cht1 cht10 CHT3 Cht3 cht3 DmCHT1 DmCht1 DmCHT10 DmCht10 DmCHT3 DmCht3 Dmel\CG18140;"extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]";7227,0;FBgn0250907
145;MTCNK7H30;MTCNK7H30;A0A023GQA5;l 2 37Cc;Prohibitin;;"FBgn0002031;";4|0|0;0|0|2;-;4;1,333333333;1,95807644;1,250105827;0,14;0;0;0;0;0;0;A0A023GQA5;A0A023GQA5;unreviewed;A0A023GQA5_DROME;Prohibitin;Phb1 Cc Dmel\CG10691 fs(2)HH32 l (2) 37Cc l(2)37Cc l(2)Cc CG10691 Dmel_CG10691;276,0;CG10691 Dmel_CG10691;Phb1;Cc Dmel\CG10691 fs(2)HH32 l (2) 37Cc l(2)37Cc l(2)Cc;mitochondrial inner membrane [GO:0005743];7227,0;FBgn0002031
146;MTCNK7H30;MTCNK7H30;Q9VAX8;Q9VAX8;116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa);;"FBgn0039566;";1|0|8;0|2|4;-;9;3;1,453104017;1,015273634;0,14;0;0;0;0;0;0;Q9VAX8;Q9VAX8;unreviewed;Q9VAX8_DROME;116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa);Dmel\CG4849 eEF2 EFTUD2 eftud2 Snu114 CG4849 Dmel_CG4849;975,0;CG4849 Dmel_CG4849;Dmel\CG4849;eEF2 EFTUD2 eftud2 Snu114;"catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; precatalytic spliceosome [GO:0071011]; small nuclear ribonucleoprotein complex [GO:0030532]; U2-type catalytic step 2 spliceosome [GO:0071007]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; U5 snRNA binding [GO:0030623]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of gene expression [GO:0010628]; translational elongation [GO:0006414]";7227,0;FBgn0039566
147;MTCNK7H30;MTCNK7H30;Q9W246;Q9W246;Uncharacterized protein;;"FBgn0034734;";1|4|0;0|2|0;-;5;1,666666667;1,857257149;1,469698963;0,14;0;0;0;0;0;0;Q9W246;Q9W246;unreviewed;Q9W246_DROME;Uncharacterized protein;Dmel\CG4554 GM01751p CG4554 Dmel_CG4554;2733,0;CG4554 Dmel_CG4554;Dmel\CG4554;GM01751p;"90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]";7227,0;FBgn0034734
148;MTCNK7H30;MTCNK7H30;M9W9W1;Chd3-RA;FI21135p1;;;0|4|0;0|0|2;-;4;1,333333333;1,674190483;1,166976618;0,14;0;0;0;0;0;0;M9W9W1;M9W9W1;unreviewed;M9W9W1_DROME;FI21135p1;Chd3-RA;892,0;;Chd3-RA;;"chromosome [GO:0005694]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]";7227,0;FBgn0023395
149;MTCNK7H30;MTCNK7H30;Q0IGW9;GCR ich;LP21747p;;;6|2|10;0|3|5;-;18;6;2,372237805;2,113704312;0,13;0;0;0;0;0;0;Q0IGW9;Q0IGW9;unreviewed;Q0IGW9_DROME;LP21747p;GCR(ich);286,0;;GCR(ich);;;7227,0;FBgn0029170
150;MTCNK7H30;MTCNK7H30;A0A0B4LGV6;Ibf1;Insulator binding factor 1, isoform B;;"FBgn0037670;";1|0|9;2|0|5;-;10;3,333333333;1,297027627;0,870931388;0,12;0;0;0;0;0;0;A0A0B4LGV6;A0A0B4LGV6;unreviewed;A0A0B4LGV6_DROME;Insulator binding factor 1, isoform B;Ibf1 Dmel\CG8436 Ibf CG8436 Dmel_CG8436;237,0;CG8436 Dmel_CG8436;Ibf1;Dmel\CG8436 Ibf;"nucleus [GO:0005634]; chromatin insulator sequence binding [GO:0043035]; sequence-specific DNA binding [GO:0043565]; heterochromatin boundary formation [GO:0033696]";7227,0;FBgn0037670
151;MTCNK7H30;MTCNK7H30;Q9Y166;Dic1;BcDNA.GH02431 (Dicarboxylate carrier 1, isoform A) (Dicarboxylate carrier 1, isoform B) (Dicarboxylate carrier 1, isoform C);;"FBgn0027610;";2|3|0;0|2|0;-;5;1,666666667;1,923157316;1,591509054;0,12;0;0;0;0;0;0;Q9Y166;Q9Y166;unreviewed;Q9Y166_DROME;BcDNA.GH02431 (Dicarboxylate carrier 1, isoform A) (Dicarboxylate carrier 1, isoform B) (Dicarboxylate carrier 1, isoform C);Dic1 BcDNA.GH02431 BcDNA:GH02431 DmDic1p Dmel\CG8790 CG8790 Dmel_CG8790;280,0;CG8790 Dmel_CG8790;Dic1;BcDNA.GH02431 BcDNA:GH02431 DmDic1p Dmel\CG8790;"membrane [GO:0016020]; mitochondrion [GO:0005739]; antiporter activity [GO:0015297]; inorganic phosphate transmembrane transporter activity [GO:0005315]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]";7227,0;FBgn0027610
152;MTCNK7H30;MTCNK7H30;Q9VUA0;Q9VUA0;G patch domain-containing protein 1 homolog;;"FBgn0036386;";2|0|3;0|0|2;-;5;1,666666667;1,902361876;1,609670064;0,12;0;0;0;0;0;0;Q9VUA0;Q9VUA0;reviewed;GPTC1_DROME;G patch domain-containing protein 1 homolog;CG8833;952,0;CG8833;;;"catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]";7227,0;FBgn0036386
153;MTCNK7H30;MTCNK7H30;O46084;Pgam5;Serine/threonine-protein phosphatase Pgam5, mitochondrial (DPGAM5) (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog);;"FBgn0023517;";0|1|6;0|2|3;-;7;2,333333333;1,317009708;0,98876449;0,11;0;0;0;0;0;0;O46084;O46084;reviewed;PGAM5_DROME;Serine/threonine-protein phosphatase Pgam5, mitochondrial (DPGAM5) (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog);Pgam5 CG14816;289,0;CG14816;Pgam5;;"membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; kinase binding [GO:0019900]; myosin phosphatase activity [GO:0017018]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine phosphatase activity [GO:0004722]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of mitochondrial fission [GO:0090141]; protein dephosphorylation [GO:0006470]; regulation of mitochondrion organization [GO:0010821]; response to anesthetic [GO:0072347]; response to heat [GO:0009408]";7227,0;FBgn0023517
154;MTCNK7H30;MTCNK7H30;Q961C3;Q961C3;LD23630p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform E);;"FBgn0037746;";6|0|1;3|0|2;-;7;2,333333333;1,459909527;0,908155043;0,11;0;0;0;0;0;0;Q961C3;Q961C3;unreviewed;Q961C3_DROME;LD23630p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform E);Dmel\CG8478 CG8478 Dmel_CG8478;571,0;CG8478 Dmel_CG8478;Dmel\CG8478;;;7227,0;FBgn0037746
155;MTCNK7H30;MTCNK7H30;A0A088BCF8;COII;Cytochrome c oxidase subunit 2;;;3|0|6;3|0|2;-;9;3;1,468124916;1,117235002;0,11;0;0;0;0;0;0;A0A088BCF8;A0A088BCF8;unreviewed;A0A088BCF8_DROME;Cytochrome c oxidase subunit 2;COII;208,0;;COII;;"mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]";7227,0;FBgn0013675
156;MTCNK7H30;MTCNK7H30;Q9W0R0;Cdc5;Cell division cycle 5, isoform A (Cell division cycle 5, isoform B) (LD21614p);;"FBgn0265574;";2|2|27;3|1|17;-;31;10,33333333;1,518653152;0,966489236;0,11;0;0;0;0;0;0;Q9W0R0;Q9W0R0;unreviewed;Q9W0R0_DROME;Cell division cycle 5, isoform A (Cell division cycle 5, isoform B) (LD21614p);Cdc5 cdc5 cdc5-like Cdc5Dm cef1 Dmel\CG6905 CG6905 Dmel_CG6905;814,0;CG6905 Dmel_CG6905;Cdc5;cdc5 cdc5-like Cdc5Dm cef1 Dmel\CG6905;"catalytic step 2 spliceosome [GO:0071013]; precatalytic spliceosome [GO:0071011]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; cell division [GO:0051301]; mRNA splicing, via spliceosome [GO:0000398]; regulation of transcription by RNA polymerase II [GO:0006357]";7227,0;FBgn0265574
157;MTCNK7H30;MTCNK7H30;Q9VGU6;Adk3;GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3);;"FBgn0042094;";4|2|0;2|1|0;-;6;2;1,665946343;1,261220597;0,11;0;0;0;0;0;0;Q9VGU6;Q9VGU6;unreviewed;Q9VGU6_DROME;GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3);Ak3 Adk3 AK3 bs12h03.y1 DAK3 Dak3 Dmel\CG6612 CG6612 Dmel_CG6612;216,0;CG6612 Dmel_CG6612;Ak3;Adk3 AK3 bs12h03.y1 DAK3 Dak3 Dmel\CG6612;"cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; nucleoside triphosphate adenylate kinase activity [GO:0046899]; ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]; nucleoside triphosphate biosynthetic process [GO:0009142]; phosphorylation [GO:0016310]";7227,0;FBgn0042094
158;MTCNK7H30;MTCNK7H30;Q7K332;CG3364;GH17623p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C);;"FBgn0050159;";5|1|0;2|1|1;-;6;2;1,534698106;1,043553517;0,11;0;0;0;0;0;0;Q7K332;Q7K332;unreviewed;Q7K332_DROME;GH17623p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C);CG3364 Dmel\CG30159 CG30159 Dmel_CG30159;239,0;CG30159 Dmel_CG30159;CG3364;Dmel\CG30159;extracellular space [GO:0005615];7227,0;FBgn0050159
159;MTCNK7H30;MTCNK7H30;A0A0B4KEM6;Lcp4;Larval cuticle protein 4, isoform B;;"FBgn0002535;";2|10|6;2|5|3;-;18;6;1,773990489;1,58461786;0,11;0;0;0;0;0;0;A0A0B4KEM6;A0A0B4KEM6;unreviewed;A0A0B4KEM6_DROME;Larval cuticle protein 4, isoform B;Lcp4 4 Dmel\CG2044 DmelLcp4 IV L[[3]]CP4 LCP-4 LCP4 lcp4 CG2044 Dmel_CG2044;112,0;CG2044 Dmel_CG2044;Lcp4;4 Dmel\CG2044 DmelLcp4 IV L[[3]]CP4 LCP-4 LCP4 lcp4;structural constituent of cuticle [GO:0042302];7227,0;FBgn0002535
160;MTCNK7H30;MTCNK7H30;Q9VEJ9;cysu;Curly Su (EC 1.11.1.7) (RE01856p);;"FBgn0038511;";2|0|0;1|0|0;-;2;0,666666667;1,357544988;1,078361787;0,1;0;0;0;0;0;0;Q9VEJ9;Q9VEJ9;unreviewed;Q9VEJ9_DROME;Curly Su (EC 1.11.1.7) (RE01856p);cysu Cysu Dmel\CG5873 Q9VEJ9 CG5873 Dmel_CG5873;753,0;CG5873 Dmel_CG5873;cysu;Cysu Dmel\CG5873 Q9VEJ9;"heme binding [GO:0020037]; lactoperoxidase activity [GO:0140825]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]";7227,0;FBgn0038511
161;MTCNK7H30;MTCNK7H30;Q0KHQ5;Tao;Serine/threonine-protein kinase Tao (EC 2.7.11.1);;"FBgn0031030;";2|0|0;1|0|0;-;2;0,666666667;1,357544988;1,078361787;0,1;0;0;0;0;0;0;Q0KHQ5;Q0KHQ5;reviewed;TAO_DROME;Serine/threonine-protein kinase Tao (EC 2.7.11.1);Tao Tao-1 CG14217;1039,0;CG14217;Tao;Tao-1;"axon [GO:0030424]; basal part of cell [GO:0045178]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; spindle [GO:0005819]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; apoptotic process [GO:0006915]; central complex development [GO:0048036]; follicle cell of egg chamber development [GO:0030707]; intestinal stem cell homeostasis [GO:0036335]; mushroom body development [GO:0016319]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of organ growth [GO:0046621]; negative regulation of synaptic assembly at neuromuscular junction [GO:0045886]; positive regulation of endocytosis [GO:0045807]; positive regulation of hippo signaling [GO:0035332]; protein phosphorylation [GO:0006468]; R8 cell fate commitment [GO:0007460]; response to cocaine [GO:0042220]; response to ethanol [GO:0045471]; response to nicotine [GO:0035094]; tissue homeostasis [GO:0001894]";7227,0;FBgn0031030
162;MTCNK7H30;MTCNK7H30;Q59DP9;PMCA;Calcium-transporting ATPase (EC 7.2.2.10);;"FBgn0259214;";2|0|1;1|0|0;-;3;1;1,564130501;1,338323574;0,1;0;0;0;0;0;0;Q59DP9;Q59DP9;unreviewed;Q59DP9_DROME;Calcium-transporting ATPase (EC 7.2.2.10);PMCA BEST:CK BEST:CK01140 BEST:CK02288 BP1021 CG2165 CG34036 CK02288 Dmel\CG42314 CG42314 Dmel_CG42314;1255,0;CG42314 Dmel_CG42314;PMCA;BEST:CK BEST:CK01140 BEST:CK02288 BP1021 CG2165 CG34036 CK02288 Dmel\CG42314;"intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]; intracellular calcium ion homeostasis [GO:0006874]; regulation of cytosolic calcium ion concentration [GO:0051480]";7227,0;FBgn0259214
163;MTCNK7H30;MTCNK7H30;Q9VL70;yip2;HL08109p (Yippee interacting protein 2 (EC 2.3.1.16, EC 2.3.1.9));;"FBgn0040064;";4|0|1;1|0|2;-;5;1,666666667;1,648969151;1,186149843;0,1;0;0;0;0;0;0;Q9VL70;Q9VL70;unreviewed;Q9VL70_DROME;HL08109p (Yippee interacting protein 2 (EC 2.3.1.16, EC 2.3.1.9));yip2 ACAA Dmel\CG4600 YIP2 Yip2 CG4600 Dmel_CG4600;398,0;CG4600 Dmel_CG4600;yip2;ACAA Dmel\CG4600 YIP2 Yip2;"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; fatty acid beta-oxidation [GO:0006635]";7227,0;FBgn0040064
164;MTCNK7H30;MTCNK7H30;Q9VTK9;Q9VTK9;Aldo-keto reductase 1B, isoform A (EC 1.1.1.112, EC 1.1.1.21) (LD06393p);;"FBgn0086254;";0|0|2;0|1|0;-;2;0,666666667;1,215000907;1,068100766;0,1;0;0;0;0;0;0;Q9VTK9;Q9VTK9;unreviewed;Q9VTK9_DROME;Aldo-keto reductase 1B, isoform A (EC 1.1.1.112, EC 1.1.1.21) (LD06393p);Akr1B 34F4T dAR1 Dmel\CG6084 ESTS:34F4T CG6084 Dmel_CG6084;316,0;CG6084 Dmel_CG6084;Akr1B;34F4T dAR1 Dmel\CG6084 ESTS:34F4T;"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; indanol dehydrogenase activity [GO:0047718]";7227,0;FBgn0086254
165;MTCNK7H30;MTCNK7H30;Q9VC94;Q9VC94;LD41803p;;"FBgn0039182;";2|1|0;0|1|0;-;3;1;1,803644068;1,55177439;0,1;0;0;0;0;0;0;Q9VC94;Q9VC94;unreviewed;Q9VC94_DROME;LD41803p;Rrp5 Dmel\CG5728 CG5728 Dmel_CG5728;1430,0;CG5728 Dmel_CG5728;Rrp5;Dmel\CG5728;"nucleolus [GO:0005730]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; rRNA processing [GO:0006364]";7227,0;FBgn0039182
166;MTCNK7H30;MTCNK7H30;Q9W3C2;Q9W3C2;Ribosome biogenesis protein NOP53;;"FBgn0030061;";0|0|2;0|0|1;-;2;0,666666667;1,271526671;1,117792261;0,1;0;0;0;0;0;0;Q9W3C2;Q9W3C2;reviewed;NOP53_DROME;Ribosome biogenesis protein NOP53;CG1785;478,0;CG1785;;;"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5S rRNA binding [GO:0008097]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]";7227,0;FBgn0030061
167;MTCNK7H30;MTCNK7H30;Q9XZ15;Osi6;LD17368p (Osiris 6, isoform A) (Osiris 6, isoform B);;"FBgn0027527;";9|3|15;6|4|6;-;27;9;1,672468521;1,469580599;0,1;0;0;0;0;0;0;Q9XZ15;Q9XZ15;unreviewed;Q9XZ15_DROME;LD17368p (Osiris 6, isoform A) (Osiris 6, isoform B);Osi6 BcDNA:LD21503 Dmel\CG1151 CG1151 Dmel_CG1151;312,0;CG1151 Dmel_CG1151;Osi6;BcDNA:LD21503 Dmel\CG1151;"endomembrane system [GO:0012505]; membrane [GO:0016020]; plasma membrane [GO:0005886]";7227,0;FBgn0027527
168;MTCNK7H30;MTCNK7H30;Q9V9U9;CG11563-RA;Nucleolar protein 16;;"FBgn0039868;";0|1|2;0|0|1;-;3;1;1,579873058;1,447067116;0,1;0;0;0;0;0;0;Q9V9U9;Q9V9U9;unreviewed;Q9V9U9_DROME;Nucleolar protein 16;BcDNA:RE07994 CG11563-RA Dmel\CG11563 CG11563 Dmel_CG11563;207,0;CG11563 Dmel_CG11563;BcDNA:RE07994;CG11563-RA Dmel\CG11563;"nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA binding [GO:0003723]; ribosomal large subunit biogenesis [GO:0042273]";7227,0;FBgn0039868
169;MTCNK7H30;MTCNK7H30;Q94523;SdhA;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP) (Succinyl coenzyme A synthetase flavoprotein subunit);;"FBgn0261439;";2|1|0;0|1|0;-;3;1;1,803644068;1,55177439;0,1;0;0;0;0;0;0;Q94523;Q94523;reviewed;SDHA_DROME;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP) (Succinyl coenzyme A synthetase flavoprotein subunit);SdhA Scs-fp CG17246;661,0;CG17246;SdhA;Scs-fp;"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; electron transport chain [GO:0022900]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; respiratory electron transport chain [GO:0022904]; succinate metabolic process [GO:0006105]; tricarboxylic acid cycle [GO:0006099]";7227,0;FBgn0261439
